STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-10,9.84,,,0,0,0,,42,34,,250,250,,,21,30,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-11,5.37,,,0.06,0,0,,49,25,,150,150,,,15,17.9,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-12,6.93,,,0.59,0,0,,44,36,,120,120,,,16.1,21,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-13,18.34,,,0.56,5.5,1,,43,20,,250,230,,,31.1,42.9,,,,1,,,,1,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-14,9.17,,,0.02,1.9,6,,23,8,,280,270,,,17.9,25.1,,,,,,,,1,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-15,3.8,,,0,0.1,6,,17,2,,340,300,,,10.1,14.1,,,,,,,1,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-16,9.17,,,0.24,0,4,,40,2,,210,210,,,21,28,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-17,13.2,,,0.4,0,1,,51,32,,250,250,,,51.9,72,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-18,12.75,,,0.01,0.2,0,,32,17,,290,290,,,34.9,48.1,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-19,13.2,,,0.07,1.2,0,,30,15,,210,210,,,25.9,36.9,,1,,,,,,,,1,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-20,7.61,,,0.03,0.3,1,,21,13,,250,250,,,17,21.9,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-21,4.25,,,0.11,1.5,2,,27,17,,20,100,,,12.1,15,1,,,,,,,,,1,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-22,7.83,,,0,0,1,,35,15,,190,190,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-23,14.54,,,0.03,0,1,,49,34,,260,270,,,29.1,38.9,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-24,15.21,,,0.01,0.2,0,,39,32,,260,250,,,31.1,44.1,1,,,,,,,,,1,1,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-25,6.71,,,0,0.1,0,,32,29,,280,280,,,21,25.9,1,,,,,,,,,1,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-26,5.82,,,0.17,0.3,0,,37,28,,120,120,,,15,17.9,,,,1,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-27,10.74,,,0.49,0,0,,45,34,,270,270,,,25.9,36,,,,1,,,,,,,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-28,14.09,,,0.01,0,0,,39,29,,240,250,,,34.9,47,,,,1,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-29,9.84,,,0.28,4.8,0,,36,27,,270,240,,,29.1,40.9,,1,,,,,,,,1,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-30,10.29,,,0.08,1.7,5,,30,24,,250,270,,,21,25.9,1,,,,,,,,,1,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-01-31,8.95,,,0,0,4,,54,29,,250,270,,,23,32,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-01,13.42,,,0.12,0,0,,53,37,,280,280,,,25.1,36,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-02,7.38,,,0.02,0.4,0,,37,30,,50,290,,,13,16.1,1,,,,,,,,,1,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-03,6.93,,,0,0,0,,38,29,,270,320,,,15,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-04,5.14,,,0,0,0,,38,28,,30,30,,,14.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-05,4.25,,,0,0,0,,35,27,,300,,,,10.1,,,,,,,,1,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-06,15.21,,,0,0,0,,47,27,,260,260,,,31.1,40,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-07,6.71,,,0.06,0.3,0,,37,22,,40,70,,,14.1,16.1,1,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-08,6.04,,,0,0,0,,30,19,,250,240,,,13,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-09,11.41,,,0,0,0,,40,22,,250,260,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-10,9.84,,,0,0,0,,35,28,,240,240,,,21,23.9,1,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-11,10.07,,,0.25,5,1,,29,10,,20,30,,,23,28,1,,,,,,,,,1,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-12,14.76,,,0.44,10.3,7,,26,15,,260,260,,,28,40,,1,,,,,,1,,,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-13,16.11,,,0,0,5,,36,24,,260,260,,,29.1,36.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-14,6.93,,,0.03,0,3,,36,26,,220,220,,,15,19.9,,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-15,6.26,,,0,0,3,,39,26,,260,260,,,21,25.9,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-16,7.16,,,0.09,0,1,,43,25,,270,250,,,21,25.9,,,,,,,,,,1,,1,1,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-17,11.63,,,0.08,1.4,0,,42,27,,250,290,,,23,36,1,1,,,,,,,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-18,9.4,,,0.12,1.3,1,,40,24,,270,250,,,23.9,30,,1,,,,,,,,,,1,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-19,6.26,,,0,0,0,,31,25,,320,320,,,13,16.1,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-20,3.8,,,0,0,0,,37,20,,30,,,,6.9,,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-21,10.29,,,0,0,0,,41,22,,220,190,,,23.9,31.1,,,,,,,,,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-22,10.96,,,0.35,3.8,0,,46,32,,230,240,,,29.1,36.9,1,1,,,,,,,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-23,4.92,,,0.02,0.3,4,,40,26,,260,330,,,16.1,28,,,,,,,,,,1,,1,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-24,15.21,,,0.27,0.2,0,,45,32,,250,260,,,40,53,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-25,17.9,,,0.11,3.8,0,,35,25,,270,260,,,38.9,51,,1,,,,,,1,,,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-26,5.82,,,0,0,2,,32,21,,280,280,,,15,17.9,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-27,15.43,,,0,0,1,,50,26,,260,250,,,36.9,49,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-28,8.95,,,0,0,0,,35,28,,280,290,,,17.9,32,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-02-29,9.84,,,0.17,0.5,0,,38,29,,120,130,,,17,23.9,,,,1,,,,,,,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-01,10.51,,,0.15,0,0,,41,37,,250,250,,,23.9,34.9,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-02,8.28,,,0.07,0,0,,51,36,,160,150,,,23.9,38,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-03,24.83,,,0.02,0.4,0,,49,31,,250,250,,,44.1,66,1,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-04,11.86,,,0.17,2.6,0,,33,19,,240,300,,,21,28,1,,,,,,,,,1,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-05,9.84,,,0,0.2,1,,25,12,,310,300,,,17.9,23,,,,,,,,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-06,8.28,,,0,0,1,,43,16,,200,210,,,15,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-07,14.09,,,0,0,0,,68,40,,240,230,,,29.1,36,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-08,15.21,,,0.24,0,0,,61,33,,210,220,,,25.9,36,1,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-09,13.65,,,0.01,0.5,0,,37,24,,290,290,,,33.1,46.1,,1,,,,,,,,1,,,,1,,,1
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-10,9.84,,,0,0,0,,37,20,,300,290,,,25.9,36.9,,,,,,,1,,,,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-11,12.97,,,0,0,0,,62,37,,240,250,,,25.1,32,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-12,8.5,,,0,0,0,,68,37,,250,190,,,17.9,25.1,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-13,15.21,,,0.06,0,0,,65,43,,260,260,,,34.9,46.1,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-14,7.61,,,0,0,0,,63,36,,250,260,,,17,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-15,4.03,,,0,0,0,,72,42,,230,230,,,16.1,21,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-16,6.26,,,0.04,0,0,,66,50,,260,240,,,21,25.1,,,1,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-17,5.82,,,0,0,0,,72,47,,350,360,,,16.1,17.9,1,1,,,,,1,,,1,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-18,5.14,,,0.02,0,0,,78,48,,210,210,,,16.1,21.9,,,1,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-19,4.03,,,0,0,0,,76,53,,20,10,,,13,15,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-20,3.58,,,0,0,0,,76,50,,210,120,,,12.1,14.1,1,,,,,,,,,,,,,,,1,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-21,5.37,,,0,0,0,,80,54,,10,20,,,13,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-22,4.7,,,0,0,0,,79,56,,30,30,,,14.1,16.1,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-23,9.62,,,0,0,0,,64,53,,70,70,,,17.9,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-24,7.61,,,0.02,0,0,,61,50,,120,120,,,16.1,21,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-25,8.5,,,0.08,0,0,,60,43,,270,290,,,19.9,23.9,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-26,14.99,,,0,0,0,,46,30,,320,330,,,23.9,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-27,5.82,,,0,0,0,,46,25,,10,10,,,16.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-28,14.76,,,0.14,0,0,,69,41,,270,280,,,29.1,38,,,1,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-29,10.51,,,0.07,0,0,,41,36,,300,340,,,19.9,23.9,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-30,8.72,,,0.17,1,0,,44,28,,40,40,,,19.9,23,,,,,,,,,,1,,,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-03-31,8.28,,,0.02,0,0,,42,31,,40,50,,,21,23.9,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-01,4.03,,,0.22,0,0,,39,29,,340,350,,,13,14.1,,,,1,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-02,9.17,,,0,0,0,,51,32,,300,320,,,17.9,29.1,1,,,,,,,,,1,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-03,4.47,,,0,0,0,,55,28,,320,330,,,13,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-04,9.62,,,0,0,0,,55,35,,300,310,,,28,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-05,9.62,,,0,0,0,,44,34,,20,340,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-06,9.62,,,0,0,0,,52,29,,360,320,,,17,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-07,9.84,,,0,0,0,,57,28,,300,80,,,19.9,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-08,11.41,,,0.03,0,0,,64,33,,270,260,,,28,36,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-09,18.34,,,0,0,0,,56,38,,280,290,,,36.9,51,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-10,13.2,,,0.02,0,0,,50,37,,280,290,,,23.9,33.1,,,,1,,,,,,,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-11,8.72,,,0.04,0,0,,53,36,,320,320,,,23,28,1,,,,,,,,,1,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-12,8.72,,,0,0,0,,60,40,,290,340,,,17.9,23.9,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-13,6.71,,,0,0,0,,60,32,,240,230,,,15,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-14,8.5,,,0,0,0,,67,37,,230,230,,,25.1,31.1,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-15,5.82,,,0.05,0,0,,69,56,,220,230,,,15,19.9,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-16,17.22,,,0.01,0,0,,87,56,,250,240,,,34.9,48.1,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-17,11.18,,,0,0,0,,57,36,,260,260,,,25.9,38.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-18,4.25,,,0,0,0,,53,31,,20,10,,,15,17.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-19,9.17,,,0,0,0,,72,36,,260,270,,,23,30,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-20,7.83,,,0,0,0,,81,51,,170,160,,,29.1,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-21,8.05,,,0.61,0,0,,57,39,,310,300,,,15,19.9,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-22,17,,,0.14,0,0,,42,38,,30,20,,,32,40.9,1,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-23,13.42,,,1.58,2.8,2,,39,33,,20,10,,,32,40,1,,,,,,,,,1,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-24,15.66,,,0.08,0,1,,45,34,,240,250,,,29.1,38.9,,,,1,,,,,,,1,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-25,9.17,,,0.02,0,0,,55,36,,300,290,,,21,29.1,1,,,,,,,,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-26,8.05,,,0.06,0,0,,62,34,,290,280,,,21.9,31.1,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-27,12.75,,,0,0,0,,44,32,,290,300,,,23,31.1,1,,,,,,,,,,,1,,1,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-28,5.14,,,0,0,0,,48,27,,360,30,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-29,7.83,,,0,0,0,,55,27,,310,300,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-04-30,6.49,,,0.19,0,0,,58,30,,30,180,,,14.1,17.9,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-01,6.04,,,0.06,0,0,,58,49,,260,250,,,14.1,16.1,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-02,4.92,,,0.01,0,0,,73,48,,20,20,,,13,16.1,,,1,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-03,4.92,,,0.21,0,0,,81,54,,320,320,,,25.1,33.1,1,1,1,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-04,10.51,,,0.03,0,0,,74,56,,40,50,,,23,28,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-05,11.18,,,0,0,0,,59,44,,40,40,,,23,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-06,5.14,,,0,0,0,,64,38,,40,30,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-07,6.26,,,0.31,0,0,,66,50,,120,130,,,15,21,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-08,6.93,,,0.41,0,0,,68,52,,250,280,,,13,17.9,,,,,,,1,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-09,9.17,,,0,0,0,,68,49,,310,280,,,23.9,32,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-10,14.99,,,0,0,0,,59,46,,290,290,,,25.9,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-11,11.86,,,0,0,0,,68,43,,300,300,,,23.9,31.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-12,11.86,,,0,0,0,,76,43,,240,240,,,23.9,32,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-13,4.47,,,0,0,0,,69,54,,10,360,,,15,17.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-14,2.24,,,0,0,0,,74,52,,20,20,,,14.1,15,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-15,3.13,,,0,0,0,,75,52,,20,30,,,12.1,16.1,,,,,,,,,,1,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-16,9.84,,,0,0,0,,74,44,,280,280,,,23,31.1,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-17,5.37,,,0,0,0,,62,38,,330,340,,,14.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-18,3.8,,,0,0,0,,72,40,,20,20,,,15,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-19,3.8,,,0,0,0,,82,49,,10,10,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-20,4.47,,,0,0,0,,86,52,,20,20,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-21,6.71,,,0.14,0,0,,83,59,,170,170,,,25.1,36,1,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-22,5.14,,,0.02,0,0,,75,62,,360,10,,,15,19.9,,,1,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-23,4.92,,,0,0,0,,76,62,,30,20,,,13,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-24,8.05,,,0,0,0,,83,58,,170,160,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-25,8.95,,,0.08,0,0,,88,68,,240,270,,,30,42.9,,,1,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-26,3.8,,,0,0,0,,80,61,,350,340,,,14.1,17,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-27,3.13,,,0,0,0,,82,54,,40,40,,,14.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-28,6.71,,,0,0,0,,92,59,,240,240,,,17,23,,,,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-29,10.51,,,0.11,0,0,,89,64,,270,270,,,21.9,30,,,1,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-30,6.93,,,0,0,0,,75,58,,330,330,,,16.1,21.9,1,,,,,,,,,1,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-05-31,7.16,,,0,0,0,,66,53,,20,40,,,17,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-01,9.17,,,0.75,0,0,,63,53,,90,90,,,16.1,23.9,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-02,10.07,,,0.05,0,0,,67,53,,220,240,,,23.9,32,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-03,7.83,,,1.21,0,0,,67,54,,230,220,,,25.1,32,,,1,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-04,10.51,,,0.07,0,0,,57,51,,30,20,,,19.9,25.1,1,,,,,,,,,1,1,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-05,6.71,,,0,0,0,,68,50,,30,30,,,16.1,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-06,6.71,,,0.03,0,0,,74,47,,360,350,,,16.1,21.9,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-07,5.82,,,0,0,0,,77,52,,360,360,,,28,36,,,1,,,,,,,,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-08,12.3,,,0,0,0,,81,53,,260,270,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-09,7.61,,,0.36,0,0,,75,61,,240,220,,,17,25.1,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-10,4.47,,,0.1,0,0,,87,63,,230,30,,,12.1,17,1,,,,,,,,,1,,1,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2012-06-11,8.05,,,0.03,0,0,,90,63,,180,190,,,21.9,25.1,1,,,,,,,,,1,,1,,,,,
