STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-05-31,4.7,,,0,0,0,,71,49,,40,60,,,18.1,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-01,4.92,,,0,0,0,64,82,48,,220,220,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-02,8.95,,,0,0,0,74,87,63,,210,220,,,16.1,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-03,10.96,,,0.38,0,0,76,83,57,,230,230,,,25.9,32,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-04,7.61,,,0,0,0,65,73,53,,250,280,,,17,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-05,7.83,,,0,0,0,59,65,49,,330,330,,,18.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-06,7.16,,,0,0,0,62,74,51,,340,340,,,18.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-07,4.92,,,0,0,0,66,79,49,,10,50,,,13,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-08,5.82,,,0.14,0,0,67,81,53,,350,310,,,19.9,25.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-09,6.71,,,0,0,0,66,76,59,,20,50,,,18.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-10,5.82,,,0,0,0,68,76,60,,40,50,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-11,8.5,,,0,0,0,73,84,66,,170,180,,,18.1,23,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-12,9.62,,,0.05,0,0,72,79,67,,200,210,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-13,8.28,,,0.03,0,0,73,82,57,,280,270,,,23,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-14,9.4,,,0,0,0,60,68,54,,300,290,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-15,4.92,,,0,0,0,61,71,50,,40,40,,,13,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-16,4.92,,,0,0,0,69,87,53,,280,280,,,17,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-17,8.28,,,0.39,0,0,76,90,63,,220,220,,,35.1,46.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-18,7.61,,,0,0,0,72,77,67,,280,300,,,16.1,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-19,6.71,,,0,0,0,69,75,53,,40,30,,,16.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-20,4.03,,,0,0,0,62,71,48,,10,40,,,13,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-21,3.58,,,0,0,0,63,75,50,,30,50,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-22,4.25,,,0,0,0,66,79,52,,40,140,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-23,5.82,,,0,0,0,70,86,54,,200,200,,,14.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-24,9.62,,,0.7,0,0,78,88,70,,240,230,,,35.1,45,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-25,5.82,,,0.22,0,0,71,74,67,,40,40,,,14.1,16.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-26,4.92,,,0,0,0,71,79,63,,30,10,,,13,18.1,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-27,3.8,,,0,0,0,72,84,60,,10,10,,,15,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-28,4.92,,,0,0,0,75,88,61,,140,200,,,14.1,19.9,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-29,7.83,,,0.15,0,0,79,87,72,,240,240,,,16.1,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-06-30,7.38,,,0,0,0,80,90,72,,230,230,,,15,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-01,12.3,,,0.01,0,0,82,89,74,,250,240,,,30,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-02,7.61,,,0.02,0,0,78,88,69,,280,280,,,21,28,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-03,3.58,,,0.43,0,0,71,75,62,,300,300,,,17,23,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-04,10.51,,,0,0,0,66,73,58,,340,310,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-05,9.4,,,0,0,0,67,80,52,,270,270,,,19.9,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-06,10.07,,,0,0,0,69,83,55,,250,280,,,19.9,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-07,13.2,,,0.47,0,0,72,80,65,,230,240,,,25.9,36,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-08,12.08,,,1.03,0,0,74,82,67,,250,240,,,30,42.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-09,6.26,,,0,0,0,68,73,60,,280,290,,,21,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-10,3.58,,,0,0,0,65,74,53,,20,30,,,15,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-11,4.03,,,0,0,0,66,79,53,,360,20,,,14.1,18.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-12,4.7,,,0,0,0,72,85,60,,20,10,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-13,8.72,,,0.41,0,0,73,79,68,,210,210,,,21,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-14,4.25,,,0,0,0,71,78,65,,40,40,,,14.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-15,7.61,,,0.87,0,0,70,79,60,,260,270,,,23,31.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-16,9.17,,,0,0,0,66,74,58,,250,250,,,18.1,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-17,6.04,,,0,0,0,64,75,54,,280,300,,,14.1,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-18,4.47,,,0,0,0,65,77,53,,20,30,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-19,2.91,,,0.15,0,0,67,76,58,,220,220,,,12.1,15,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-20,4.25,,,0.28,0,0,69,79,64,,190,190,,,14.1,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-21,4.03,,,0,0,0,74,84,65,,40,40,,,15,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-22,2.91,,,0,0,0,75,88,63,,230,220,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-23,8.72,,,0,0,0,74,82,66,,310,320,,,19.9,25.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-24,8.28,,,0,0,0,66,72,56,,30,40,,,16.1,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-25,6.04,,,0,0,0,64,78,52,,250,280,,,13,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-26,5.82,,,0,0,0,69,82,57,,230,230,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-27,9.4,,,1.42,0,0,75,83,66,,30,30,,,18.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-28,11.18,,,2.42,0,0,66,67,57,,20,40,,,25.9,35.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-29,5.37,,,0,0,0,62,70,55,,320,300,,,10.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-30,6.26,,,0.01,0,0,63,74,57,,330,330,,,16.1,19.9,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-07-31,7.61,,,0.18,0,0,65,76,59,,360,360,,,18.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-01,5.82,,,0.26,0,0,69,83,60,,250,260,,,36,51,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-02,4.03,,,0.08,0,0,71,83,63,,130,140,,,18.1,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-03,3.36,,,0.27,0,0,68,74,65,,360,360,,,10.1,14.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-04,4.03,,,0.25,0,0,70,82,63,,330,330,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-05,4.03,,,0,0,0,69,76,61,,290,320,,,13,16.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-06,4.7,,,0,0,0,67,75,59,,10,340,,,14.1,21,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-07,6.04,,,0,0,0,67,76,57,,340,350,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-08,4.25,,,0,0,0,65,77,54,,30,10,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-09,3.8,,,0,0,0,67,80,54,,40,40,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-10,3.8,,,0,0,0,69,82,56,,20,10,,,16.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-11,8.28,,,0,0,0,72,83,60,,170,170,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-12,10.51,,,0.99,0,0,71,77,66,,170,180,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-13,10.51,,,0.15,0,0,68,74,54,,250,300,,,21.9,31.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-14,10.51,,,0,0,0,60,67,53,,260,280,,,19.9,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-15,10.96,,,0.01,0,0,61,72,54,,270,290,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-16,9.4,,,0.11,0,0,61,70,52,,250,250,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-17,6.49,,,0,0,0,65,71,60,,350,320,,,16.1,21.9,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-18,4.47,,,0,0,0,64,72,54,,30,10,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-19,4.47,,,0,0,0,63,79,50,,20,20,,,14.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-20,2.91,,,0,0,0,69,79,61,,140,120,,,13,16.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-21,4.92,,,0,0,0,72,81,65,,30,350,,,15,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-22,5.59,,,0,0,0,71,81,64,,50,60,,,15,18.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-23,6.93,,,0,0,0,71,78,64,,100,100,,,15,18.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-24,4.92,,,0,0,0,69,80,60,,20,40,,,13,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-25,3.8,,,0,0,0,70,83,59,,160,160,,,12.1,14.1,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-26,6.93,,,0,0,0,74,87,62,,250,170,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-27,6.71,,,0.02,0,0,74,78,59,,350,290,,,16.1,23,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-28,8.05,,,0,0,0,63,70,53,,340,320,,,21,30,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-29,4.03,,,0,0,0,62,77,50,,50,50,,,10.1,13,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-30,7.61,,,0,0,0,71,87,57,,200,210,,,16.1,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-08-31,10.29,,,0.13,0,0,76,78,68,,230,230,,,21.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-01,5.14,,,0.07,0,0,74,86,67,,210,210,,,13,19.9,1,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-02,7.61,,,0.07,0,0,75,83,65,,280,270,,,17,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-03,4.47,,,0,0,0,70,81,61,,250,250,,,14.1,21,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-04,6.04,,,0,0,0,72,87,61,,280,310,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-05,9.62,,,0,0,0,77,92,67,,340,350,,,25.9,35.1,,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-06,7.61,,,0.11,0,0,71,73,53,,310,280,,,19.9,30,1,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-07,4.7,,,0,0,0,61,72,49,,330,310,,,13,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-08,5.37,,,0,0,0,62,79,47,,150,150,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-09,6.49,,,0,0,0,67,77,58,,170,140,,,15,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-10,8.72,,,0.06,0,0,70,79,62,,190,210,,,19.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-11,13.42,,,0.33,0,0,69,75,55,,210,200,,,23.9,36,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-12,5.82,,,0.03,0,0,55,60,47,,360,210,,,15,21,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-13,6.26,,,0.05,0,0,51,64,45,,320,310,,,29.1,38.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-14,2.68,,,0,0,0,51,60,40,,30,40,,,8.9,14.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-15,4.7,,,0.1,0,0,57,69,49,,230,230,,,13,16.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-16,6.26,,,0.16,0,0,59,67,47,,320,330,,,15,19.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-17,6.04,,,0,0,0,56,69,45,,280,230,,,16.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-18,6.49,,,0,0,0,52,62,41,,40,40,,,21,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-19,7.38,,,0,0,0,50,62,40,,120,100,,,14.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-20,11.18,,,0,0,0,65,79,56,,210,200,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-21,13.42,,,0.28,0,0,71,79,57,,260,250,,,25.9,34,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-22,11.41,,,0.07,0,0,55,57,44,,300,310,,,23.9,34,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-23,6.93,,,0,0,0,54,72,42,,250,250,,,16.1,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-24,4.47,,,0,0,0,61,77,47,,120,100,,,12.1,18.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-25,3.58,,,0,0,0,62,73,50,,100,110,,,14.1,17,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-26,3.8,,,0,0,0,61,76,49,,30,30,,,10.1,14.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-27,4.47,,,0,0,0,62,78,50,,30,30,,,10.1,14.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-28,3.58,,,0,0,0,64,80,51,,60,30,,,10.1,13,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-29,4.47,,,0,0,0,65,79,53,,360,360,,,15,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-09-30,6.71,,,0,0,0,62,75,55,,20,60,,,16.1,19,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-01,5.37,,,0,0,0,63,69,55,,40,10,,,13,16.1,1,1,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-02,4.47,,,0,0,0,62,75,52,,180,140,,,10.1,14.1,1,1,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-03,13.2,,,0.03,0,0,64,73,57,,180,170,,,31.1,42.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-04,12.08,,,0.19,0,0,59,67,40,,270,280,,,28,36.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-05,10.07,,,0,0,0,45,53,38,,230,250,,,21.9,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-06,9.84,,,0.1,0,0,54,69,43,,190,190,,,21.9,32,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-07,9.4,,,0.15,0,0,61,68,56,,230,230,,,30,36.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-08,13.87,,,0.1,0,0,57,62,48,,260,250,,,36.9,48.1,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-09,10.51,,,0,0,0,51,62,39,,260,270,,,25.1,34,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-10,6.26,,,0,0,0,48,59,39,,320,30,,,16.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-11,4.47,,,0,0,0,48,57,37,,330,360,,,14.1,19,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-12,5.37,,,0,0,0,44,60,33,,50,130,,,13,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-13,6.71,,,0.05,0,0,55,73,41,,180,180,,,16.1,21,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-14,14.32,,,0.01,0,0,70,82,61,,190,190,,,30,38.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-15,6.93,,,0.14,0,0,68,74,60,,260,150,,,21.9,29.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-16,8.28,,,0,0,0,62,69,53,,250,250,,,21,25.9,1,1,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-17,9.17,,,0.07,0,0,58,66,52,,210,190,,,19.9,29.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-18,12.3,,,0.07,0,0,55,62,42,,240,240,,,23,29.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-19,9.17,,,0.01,0,0,42,47,35,,290,300,,,21,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-20,6.71,,,0.24,0,0,45,54,36,,200,200,,,16.1,21.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-21,9.62,,,0.53,0,0,51,55,47,,40,30,,,23,31.1,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-22,13.65,,,0,0,0,48,51,47,,20,10,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-23,12.08,,,0,0,0,52,60,47,,320,340,,,21,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-24,9.4,,,0,0,0,53,60,43,,260,260,,,17,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-25,11.41,,,0.1,0,0,53,66,44,,250,250,,,33.1,44.1,1,,1,,1,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-26,13.2,,,0,0,0,51,52,43,,280,270,,,23,32,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-27,5.59,,,0,0,0,47,60,35,,130,130,,,14.1,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-28,13.87,,,0.04,0,0,64,80,51,,230,220,,,25.9,36.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-29,9.4,,,0,0,0,55,57,46,,220,270,,,18.1,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-30,5.59,,,0,0,0,46,49,39,,300,310,,,15,19,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-10-31,4.92,,,0.06,0,0,44,50,41,,140,140,,,16.1,19,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-11-01,12.75,,,0.53,0,0,41,44,37,,10,10,,,21.9,27.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2014-11-02,13.42,,,0,0,0,39,42,36,,360,360,,,23.9,31.1,,,,,,,1,,,,,,,,,,
